-7.450331	-7.450331	11.985802
-7.450331	-7.350993	12.007441
-7.450331	-7.251656	12.028904
-7.450331	-7.152318	12.050189
-7.450331	-7.052980	12.071292
-7.450331	-6.953642	12.092211
-7.450331	-6.854305	12.112943
-7.450331	-6.754967	12.133484
-7.450331	-6.655629	12.153833
-7.450331	-6.556291	12.173985
-7.450331	-6.456954	12.193937
-7.450331	-6.357616	12.213688
-7.450331	-6.258278	12.233232
-7.450331	-6.158940	12.252568
-7.450331	-6.059603	12.271692
-7.450331	-5.960265	12.290599
-7.450331	-5.860927	12.309288
-7.450331	-5.761589	12.327755
-7.450331	-5.662252	12.345996
-7.450331	-5.562914	12.364008
-7.450331	-5.463576	12.381787
-7.450331	-5.364238	12.399330
-7.450331	-5.264901	12.416633
-7.450331	-5.165563	12.433692
-7.450331	-5.066225	12.450505
-7.450331	-4.966887	12.467068
-7.450331	-4.867550	12.483376
-7.450331	-4.768212	12.499426
-7.450331	-4.668874	12.515216
-7.450331	-4.569536	12.530740
-7.450331	-4.470199	12.545996
-7.450331	-4.370861	12.560980
-7.450331	-4.271523	12.575689
-7.450331	-4.172185	12.590118
-7.450331	-4.072848	12.604265
-7.450331	-3.973510	12.618125
-7.450331	-3.874172	12.631695
-7.450331	-3.774834	12.644973
-7.450331	-3.675497	12.657953
-7.450331	-3.576159	12.670634
-7.450331	-3.476821	12.683011
-7.450331	-3.377483	12.695082
-7.450331	-3.278146	12.706843
-7.450331	-3.178808	12.718290
-7.450331	-3.079470	12.729421
-7.450331	-2.980132	12.740233
-7.450331	-2.880795	12.750722
-7.450331	-2.781457	12.760885
-7.450331	-2.682119	12.770720
-7.450331	-2.582781	12.780224
-7.450331	-2.483444	12.789394
-7.450331	-2.384106	12.798227
-7.450331	-2.284768	12.806721
-7.450331	-2.185430	12.814872
-7.450331	-2.086093	12.822680
-7.450331	-1.986755	12.830140
-7.450331	-1.887417	12.837252
-7.450331	-1.788079	12.844013
-7.450331	-1.688742	12.850420
-7.450331	-1.589404	12.856472
-7.450331	-1.490066	12.862167
-7.450331	-1.390728	12.867503
-7.450331	-1.291391	12.872478
-7.450331	-1.192053	12.877092
-7.450331	-1.092715	12.881341
-7.450331	-0.993377	12.885226
-7.450331	-0.894040	12.888745
-7.450331	-0.794702	12.891896
-7.450331	-0.695364	12.894679
-7.450331	-0.596026	12.897092
-7.450331	-0.496689	12.899136
-7.450331	-0.397351	12.900809
-7.450331	-0.298013	12.902111
-7.450331	-0.198675	12.903041
-7.450331	-0.099338	12.903599
-7.450331	-0.000000	12.903785
-7.450331	0.099338	12.903599
-7.450331	0.198675	12.903041
-7.450331	0.298013	12.902111
-7.450331	0.397351	12.900809
-7.450331	0.496689	12.899136
-7.450331	0.596026	12.897092
-7.450331	0.695364	12.894679
-7.450331	0.794702	12.891896
-7.450331	0.894040	12.888745
-7.450331	0.993377	12.885226
-7.450331	1.092715	12.881341
-7.450331	1.192053	12.877092
-7.450331	1.291391	12.872478
-7.450331	1.390728	12.867503
-7.450331	1.490066	12.862167
-7.450331	1.589404	12.856472
-7.450331	1.688742	12.850420
-7.450331	1.788079	12.844013
-7.450331	1.887417	12.837252
-7.450331	1.986755	12.830140
-7.450331	2.086093	12.822680
-7.450331	2.185430	12.814872
-7.450331	2.284768	12.806721
-7.450331	2.384106	12.798227
-7.450331	2.483444	12.789394
-7.450331	2.582781	12.780224
-7.450331	2.682119	12.770720
-7.450331	2.781457	12.760885
-7.450331	2.880795	12.750722
-7.450331	2.980132	12.740233
-7.450331	3.079470	12.729421
-7.450331	3.178808	12.718290
-7.450331	3.278146	12.706843
-7.450331	3.377483	12.695082
-7.450331	3.476821	12.683011
-7.450331	3.576159	12.670634
-7.450331	3.675497	12.657953
-7.450331	3.774834	12.644973
-7.450331	3.874172	12.631695
-7.450331	3.973510	12.618125
-7.450331	4.072848	12.604265
-7.450331	4.172185	12.590118
-7.450331	4.271523	12.575689
-7.450331	4.370861	12.560980
-7.450331	4.470199	12.545996
-7.450331	4.569536	12.530740
-7.450331	4.668874	12.515216
-7.450331	4.768212	12.499426
-7.450331	4.867550	12.483376
-7.450331	4.966887	12.467068
-7.450331	5.066225	12.450505
-7.450331	5.165563	12.433692
-7.450331	5.264901	12.416633
-7.450331	5.364238	12.399330
-7.450331	5.463576	12.381787
-7.450331	5.562914	12.364008
-7.450331	5.662252	12.345996
-7.450331	5.761589	12.327755
-7.450331	5.860927	12.309288
-7.450331	5.960265	12.290599
-7.450331	6.059603	12.271692
-7.450331	6.158940	12.252568
-7.450331	6.258278	12.233232
-7.450331	6.357616	12.213688
-7.450331	6.456954	12.193937
-7.450331	6.556291	12.173985
-7.450331	6.655629	12.153833
-7.450331	6.754967	12.133484
-7.450331	6.854305	12.112943
-7.450331	6.953642	12.092211
-7.450331	7.052980	12.071292
-7.450331	7.152318	12.050189
-7.450331	7.251656	12.028904
-7.450331	7.350993	12.007441
-7.450331	7.450331	11.985802

-7.350993	-7.450331	11.997496
-7.350993	-7.350993	12.018990
-7.350993	-7.251656	12.040309
-7.350993	-7.152318	12.061450
-7.350993	-7.052980	12.082410
-7.350993	-6.953642	12.103187
-7.350993	-6.854305	12.123777
-7.350993	-6.754967	12.144178
-7.350993	-6.655629	12.164387
-7.350993	-6.556291	12.184401
-7.350993	-6.456954	12.204216
-7.350993	-6.357616	12.223831
-7.350993	-6.258278	12.243240
-7.350993	-6.158940	12.262443
-7.350993	-6.059603	12.281434
-7.350993	-5.960265	12.300211
-7.350993	-5.860927	12.318770
-7.350993	-5.761589	12.337109
-7.350993	-5.662252	12.355223
-7.350993	-5.562914	12.373110
