-7.450331	-7.450331	9.441222
-7.450331	-7.350993	9.450638
-7.450331	-7.251656	9.459843
-7.450331	-7.152318	9.468836
-7.450331	-7.052980	9.477613
-7.450331	-6.953642	9.486174
-7.450331	-6.854305	9.494517
-7.450331	-6.754967	9.502639
-7.450331	-6.655629	9.510540
-7.450331	-6.556291	11.217738
-7.450331	-6.456954	11.233440
-7.450331	-6.357616	11.248955
-7.450331	-6.258278	11.264283
-7.450331	-6.158940	11.279421
-7.450331	-6.059603	11.294366
-7.450331	-5.960265	11.309118
-7.450331	-5.860927	11.323674
-7.450331	-5.761589	11.338033
-7.450331	-5.662252	11.352192
-7.450331	-5.562914	11.366150
-7.450331	-5.463576	11.379904
-7.450331	-5.364238	11.393453
-7.450331	-5.264901	11.406795
-7.450331	-5.165563	11.419928
-7.450331	-5.066225	11.432850
-7.450331	-4.966887	11.445559
-7.450331	-4.867550	11.458053
-7.450331	-4.768212	11.470331
-7.450331	-4.668874	11.482390
-7.450331	-4.569536	11.494229
-7.450331	-4.470199	11.505845
-7.450331	-4.370861	11.517237
-7.450331	-4.271523	11.528404
-7.450331	-4.172185	11.539342
-7.450331	-4.072848	11.550051
-7.450331	-3.973510	11.560529
-7.450331	-3.874172	11.570774
-7.450331	-3.774834	11.580784
-7.450331	-3.675497	11.590557
-7.450331	-3.576159	11.600092
-7.450331	-3.476821	11.609387
-7.450331	-3.377483	11.618440
-7.450331	-3.278146	11.627251
-7.450331	-3.178808	11.635816
-7.450331	-3.079470	11.644136
-7.450331	-2.980132	11.652207
-7.450331	-2.880795	11.660029
-7.450331	-2.781457	11.667601
-7.450331	-2.682119	11.674920
-7.450331	-2.582781	11.681985
-7.450331	-2.483444	11.688796
-7.450331	-2.384106	11.695351
-7.450331	-2.284768	11.701648
-7.450331	-2.185430	11.707686
-7.450331	-2.086093	11.713464
-7.450331	-1.986755	11.718982
-7.450331	-1.887417	11.724237
-7.450331	-1.788079	11.729230
-7.450331	-1.688742	11.733958
-7.450331	-1.589404	11.738421
-7.450331	-1.490066	11.742618
-7.450331	-1.390728	11.746549
-7.450331	-1.291391	11.750212
-7.450331	-1.192053	11.753607
-7.450331	-1.092715	11.756732
-7.450331	-0.993377	11.759588
-7.450331	-0.894040	11.762174
-7.450331	-0.794702	11.764489
-7.450331	-0.695364	11.766533
-7.450331	-0.596026	11.768305
-7.450331	-0.496689	11.769805
-7.450331	-0.397351	11.771033
-7.450331	-0.298013	11.771988
